target_sex,target_age,trial,rate,dem_sex,dem_age,auroc,tpr,fnr,tnr,fpr,ppv,npv,fomr,tn,fp,fn,tp
F,,0,0.1,M,,0.7756316393622156,0.6905940594059405,0.3094059405940594,0.7398607128226137,0.2601392871773863,0.4677284157585918,0.8784046692607004,0.12159533073929961,1806,635,250,558
F,,0,0.1,F,,0.7861108013332838,0.7482993197278912,0.25170068027210885,0.6846994535519125,0.3153005464480874,0.3638368246968026,0.9186217008797654,0.0813782991202346,1253,577,111,330
F,,0,0.1,,0-20,0.7682767295597485,0.8666666666666667,0.13333333333333333,0.5773584905660377,0.4226415094339623,0.5371900826446281,0.884393063583815,0.11560693641618497,153,112,20,130
F,,0,0.1,,20-40,0.7938437200059808,0.746031746031746,0.25396825396825395,0.7010027347310848,0.29899726526891524,0.46229508196721314,0.8890173410404625,0.11098265895953757,769,328,96,282
F,,0,0.1,,40-60,0.7672362924251293,0.6622516556291391,0.33774834437086093,0.7497337593184239,0.25026624068157616,0.38961038961038963,0.9019859064702114,0.0980140935297886,1408,470,153,300
F,,0,0.1,,60-80,0.7426831570996979,0.65234375,0.34765625,0.7069486404833837,0.2930513595166163,0.3646288209606987,0.8874841972187105,0.1125158027812895,702,291,89,167
F,,0,0.1,,80+,0.7828947368421052,0.75,0.25,0.7105263157894737,0.2894736842105263,0.45,0.9,0.1,27,11,3,9
F,,0,0.1,M,0-20,0.7641143356834453,0.8598130841121495,0.14018691588785046,0.5906432748538012,0.4093567251461988,0.5679012345679012,0.8706896551724138,0.12931034482758622,101,70,15,92
F,,0,0.1,M,20-40,0.7927423944536425,0.703125,0.296875,0.7384105960264901,0.26158940397350994,0.5325443786982249,0.8544061302681992,0.14559386973180077,446,158,76,180
F,,0,0.1,M,40-60,0.764563726297901,0.6470588235294118,0.35294117647058826,0.7675070028011205,0.23249299719887956,0.4288990825688073,0.8896103896103896,0.11038961038961038,822,249,102,187
F,,0,0.1,M,60-80,0.7460542471257953,0.6387096774193548,0.36129032258064514,0.7318339100346021,0.2681660899653979,0.38976377952755903,0.8830897703549061,0.11691022964509394,423,155,56,99
F,,0,0.1,M,80+,0.05882352941176472,0.0,1.0,0.8235294117647058,0.17647058823529413,0.0,0.9333333333333333,0.06666666666666667,14,3,1,0
F,,0,0.1,F,0-20,0.7795645719940623,0.8837209302325582,0.11627906976744186,0.5531914893617021,0.44680851063829785,0.475,0.9122807017543859,0.08771929824561403,52,42,5,38
F,,0,0.1,F,20-40,0.82156751903701,0.8360655737704918,0.16393442622950818,0.6551724137931034,0.3448275862068966,0.375,0.9416909620991254,0.05830903790087463,323,170,20,102
F,,0,0.1,F,40-60,0.7768458911354913,0.6890243902439024,0.31097560975609756,0.7261462205700124,0.2738537794299876,0.3383233532934132,0.9199372056514914,0.08006279434850863,586,221,51,113
F,,0,0.1,F,60-80,0.7389478706906835,0.6732673267326733,0.32673267326732675,0.672289156626506,0.327710843373494,0.3333333333333333,0.8942307692307693,0.10576923076923077,279,136,33,68
F,,0,0.1,F,80+,0.8051948051948052,0.8181818181818182,0.18181818181818182,0.6190476190476191,0.38095238095238093,0.5294117647058824,0.8666666666666667,0.13333333333333333,13,8,2,9
F,,0,0.25,,,0.7804370398683733,0.7822257806244995,0.2177742193755004,0.6504331538281433,0.3495668461718567,0.39554655870445343,0.9108196721311476,0.08918032786885247,2778,1493,272,977
F,,0,0.25,M,,0.7841292117741065,0.7636138613861386,0.23638613861386137,0.674313805817288,0.325686194182712,0.4369688385269122,0.8960261295590637,0.10397387044093631,1646,795,191,617
F,,0,0.25,F,,0.7819201268849981,0.8163265306122449,0.1836734693877551,0.6185792349726776,0.3814207650273224,0.34026465028355385,0.9332234130255564,0.06677658697444352,1132,698,81,360
F,,0,0.25,,0-20,0.7960251572327044,0.9466666666666667,0.05333333333333334,0.4981132075471698,0.5018867924528302,0.5163636363636364,0.9428571428571428,0.05714285714285714,132,133,8,142
F,,0,0.25,,20-40,0.7861170194807388,0.7857142857142857,0.21428571428571427,0.6344576116681859,0.365542388331814,0.42550143266475643,0.8957528957528957,0.10424710424710425,696,401,81,297
F,,0,0.25,,40-60,0.7684058706951878,0.739514348785872,0.26048565121412803,0.679978700745474,0.3200212992545261,0.3579059829059829,0.9154121863799283,0.08458781362007169,1277,601,118,335
F,,0,0.25,,60-80,0.7611601523162135,0.7578125,0.2421875,0.6525679758308157,0.3474320241691843,0.35992578849721707,0.9126760563380282,0.08732394366197183,648,345,62,194
F,,0,0.25,,80+,0.8048245614035088,0.75,0.25,0.6578947368421053,0.34210526315789475,0.4090909090909091,0.8928571428571429,0.10714285714285714,25,13,3,9
F,,0,0.25,M,0-20,0.8108979614144396,0.9719626168224299,0.028037383177570093,0.543859649122807,0.45614035087719296,0.5714285714285714,0.96875,0.03125,93,78,3,104
F,,0,0.25,M,20-40,0.7786436775662251,0.73828125,0.26171875,0.6490066225165563,0.3509933774834437,0.4713216957605985,0.8540305010893247,0.14596949891067537,392,212,67,189
F,,0,0.25,M,40-60,0.7731383210723737,0.7197231833910035,0.28027681660899656,0.7058823529411765,0.29411764705882354,0.3977055449330784,0.9032258064516129,0.0967741935483871,756,315,81,208
F,,0,0.25,M,60-80,0.7737247460654091,0.7483870967741936,0.25161290322580643,0.6799307958477508,0.32006920415224915,0.3853820598006645,0.9097222222222222,0.09027777777777778,393,185,39,116
F,,0,0.25,M,80+,0.23529411764705888,0.0,1.0,0.7058823529411765,0.29411764705882354,0.0,0.9230769230769231,0.07692307692307693,12,5,1,0
F,,0,0.25,F,0-20,0.7617516081147946,0.8837209302325582,0.11627906976744186,0.4148936170212766,0.5851063829787234,0.40860215053763443,0.8863636363636364,0.11363636363636363,39,55,5,38
F,,0,0.25,F,20-40,0.8225817178199715,0.8852459016393442,0.11475409836065574,0.6166328600405679,0.38336713995943206,0.36363636363636365,0.9559748427672956,0.0440251572327044,304,189,14,108
F,,0,0.25,F,40-60,0.7671441956055249,0.774390243902439,0.22560975609756098,0.6456009913258984,0.3543990086741016,0.3075060532687651,0.9336917562724014,0.06630824372759857,521,286,37,127
F,,0,0.25,F,60-80,0.7424788261958726,0.7722772277227723,0.22772277227722773,0.6144578313253012,0.3855421686746988,0.3277310924369748,0.9172661870503597,0.08273381294964029,255,160,23,78
F,,0,0.25,F,80+,0.8484848484848484,0.8181818181818182,0.18181818181818182,0.6190476190476191,0.38095238095238093,0.5294117647058824,0.8666666666666667,0.13333333333333333,13,8,2,9
F,,0,0.5,,,0.7761010962832546,0.7277822257806245,0.2722177742193755,0.7054553968625614,0.2945446031374385,0.4194739270881403,0.8985982702057859,0.10140172979421413,3013,1258,340,909
F,,0,0.5,M,,0.7781575883930056,0.724009900990099,0.275990099009901,0.7136419500204834,0.2863580499795166,0.45560747663551404,0.8865139949109415,0.11348600508905853,1742,699,223,585
F,,0,0.5,F,,0.775464356963186,0.7346938775510204,0.2653061224489796,0.694535519125683,0.30546448087431693,0.3669309173272933,0.9157060518731989,0.08429394812680115,1271,559,117,324
F,,0,0.5,,0-20,0.7785157232704403,0.8866666666666667,0.11333333333333333,0.5471698113207547,0.4528301886792453,0.525691699604743,0.8950617283950617,0.10493827160493827,145,120,17,133
F,,0,0.5,,20-40,0.7918999869774709,0.7486772486772487,0.25132275132275134,0.6927985414767548,0.3072014585232452,0.45645161290322583,0.8888888888888888,0.1111111111111111,760,337,95,283
F,,0,0.5,,40-60,0.7613025928198472,0.6843267108167771,0.31567328918322296,0.7305644302449414,0.26943556975505856,0.3799019607843137,0.9056105610561056,0.09438943894389439,1372,506,143,310
F,,0,0.5,,60-80,0.7517977404330313,0.6796875,0.3203125,0.7139979859013091,0.28600201409869086,0.3799126637554585,0.8963337547408344,0.10366624525916561,709,284,82,174
F,,0,0.5,,80+,0.7390350877192983,0.75,0.25,0.7105263157894737,0.2894736842105263,0.45,0.9,0.1,27,11,3,9
F,,0,0.5,M,0-20,0.7794173908290977,0.9252336448598131,0.07476635514018691,0.5672514619883041,0.4327485380116959,0.5722543352601156,0.9238095238095239,0.0761904761904762,97,74,8,99
F,,0,0.5,M,20-40,0.7838239859271523,0.71875,0.28125,0.706953642384106,0.29304635761589404,0.5096952908587258,0.8557114228456913,0.14428857715430862,427,177,72,184
F,,0,0.5,M,40-60,0.7649094239772033,0.6782006920415224,0.3217993079584775,0.7338935574229691,0.2661064425770308,0.4074844074844075,0.89419795221843,0.10580204778156997,786,285,93,196
F,,0,0.5,M,60-80,0.7617256390222124,0.6838709677419355,0.3161290322580645,0.7231833910034602,0.2768166089965398,0.39849624060150374,0.8950749464668094,0.10492505353319058,418,160,49,106
F,,0,0.5,M,80+,0.5882352941176471,0.0,1.0,0.8235294117647058,0.17647058823529413,0.0,0.9333333333333333,0.06666666666666667,14,3,1,0
F,,0,0.5,F,0-20,0.7597723899059871,0.7906976744186046,0.20930232558139536,0.5106382978723404,0.48936170212765956,0.425,0.8421052631578947,0.15789473684210525,48,46,9,34
F,,0,0.5,F,20-40,0.819672131147541,0.8114754098360656,0.1885245901639344,0.6754563894523327,0.32454361054766734,0.38223938223938225,0.9353932584269663,0.06460674157303371,333,160,23,99
F,,0,0.5,F,40-60,0.7564602411823376,0.6951219512195121,0.3048780487804878,0.7261462205700124,0.2738537794299876,0.3402985074626866,0.9213836477987422,0.07861635220125786,586,221,50,114
F,,0,0.5,F,60-80,0.7385661457712036,0.6732673267326733,0.32673267326732675,0.7012048192771084,0.2987951807228916,0.3541666666666667,0.8981481481481481,0.10185185185185185,291,124,33,68
F,,0,0.5,F,80+,0.6883116883116883,0.8181818181818182,0.18181818181818182,0.6190476190476191,0.38095238095238093,0.5294117647058824,0.8666666666666667,0.13333333333333333,13,8,2,9
F,,0,0.75,,,0.7713182486987014,0.7510008006405124,0.24899919935948758,0.6684617185670803,0.3315382814329197,0.39847068819031434,0.9017687934301958,0.09823120656980416,2855,1416,311,938
F,,0,0.75,M,,0.7699282269480533,0.7363861386138614,0.2636138613861386,0.6759524784924211,0.3240475215075789,0.4292929292929293,0.8856682769726248,0.1143317230273752,1650,791,213,595
F,,0,0.75,F,,0.775974870822646,0.7777777777777778,0.2222222222222222,0.6584699453551912,0.34153005464480873,0.3543388429752066,0.9247889485801996,0.07521105141980046,1205,625,98,343
F,,0,0.75,,0-20,0.776251572327044,0.94,0.06,0.49433962264150944,0.5056603773584906,0.5127272727272727,0.9357142857142857,0.06428571428571428,131,134,9,141
F,,0,0.75,,20-40,0.7858734499573151,0.7645502645502645,0.23544973544973544,0.6572470373746582,0.34275296262534183,0.4345864661654135,0.8901234567901235,0.10987654320987654,721,376,89,289
F,,0,0.75,,40-60,0.7507740374782247,0.6931567328918322,0.3068432671081678,0.6986155484558041,0.30138445154419596,0.3568181818181818,0.9042039972432805,0.0957960027567195,1312,566,139,314
F,,0,0.75,,60-80,0.7496026875629406,0.72265625,0.27734375,0.6696878147029205,0.33031218529707956,0.36062378167641324,0.9035326086956522,0.09646739130434782,665,328,71,185
F,,0,0.75,,80+,0.837719298245614,0.75,0.25,0.6842105263157895,0.3157894736842105,0.42857142857142855,0.896551724137931,0.10344827586206896,26,12,3,9
F,,0,0.75,M,0-20,0.7847188063616987,0.9345794392523364,0.06542056074766354,0.5029239766081871,0.49707602339181284,0.5405405405405406,0.9247311827956989,0.07526881720430108,86,85,7,100
F,,0,0.75,M,20-40,0.7798013245033112,0.71875,0.28125,0.6788079470198676,0.3211920529801324,0.48677248677248675,0.8506224066390041,0.14937759336099585,410,194,72,184
F,,0,0.75,M,40-60,0.7473886901934939,0.6851211072664359,0.314878892733564,0.7030812324929971,0.2969187675070028,0.38372093023255816,0.8921800947867299,0.10781990521327015,753,318,91,198
F,,0,0.75,M,60-80,0.7559995535215984,0.7290322580645161,0.2709677419354839,0.671280276816609,0.328719723183391,0.37293729372937295,0.9023255813953488,0.09767441860465116,388,190,42,113
F,,0,0.75,M,80+,0.05882352941176472,0.0,1.0,0.7647058823529411,0.23529411764705882,0.0,0.9285714285714286,0.07142857142857142,13,4,1,0
F,,0,0.75,F,0-20,0.7555665512122711,0.9534883720930233,0.046511627906976744,0.4787234042553192,0.5212765957446809,0.45555555555555555,0.9574468085106383,0.0425531914893617,45,49,2,41
F,,0,0.75,F,20-40,0.8078176437335817,0.860655737704918,0.13934426229508196,0.6308316430020284,0.3691683569979716,0.36585365853658536,0.948170731707317,0.051829268292682924,311,182,17,105
F,,0,0.75,F,40-60,0.7569362589536677,0.7073170731707317,0.2926829268292683,0.6926889714993805,0.3073110285006196,0.31868131868131866,0.9209225700164745,0.07907742998352553,559,248,48,116
F,,0,0.75,F,60-80,0.7409757843254204,0.7128712871287128,0.2871287128712871,0.6674698795180722,0.3325301204819277,0.34285714285714286,0.9052287581699346,0.09477124183006536,277,138,29,72
F,,0,0.75,F,80+,0.8614718614718615,0.8181818181818182,0.18181818181818182,0.6190476190476191,0.38095238095238093,0.5294117647058824,0.8666666666666667,0.13333333333333333,13,8,2,9
F,,0,1.0,,,0.7249928249787843,0.7101681345076061,0.2898318654923939,0.6389604308124561,0.3610395691875439,0.36517085220255247,0.8828857974765448,0.1171142025234552,2729,1542,362,887
F,,0,1.0,M,,0.7180382776089982,0.7128712871287128,0.2871287128712871,0.6349856616140925,0.3650143383859074,0.39263803680981596,0.8698092031425365,0.13019079685746351,1550,891,232,576
F,,0,1.0,F,,0.7351573051807244,0.7052154195011338,0.2947845804988662,0.6442622950819672,0.3557377049180328,0.3232848232848233,0.9006875477463713,0.09931245225362872,1179,651,130,311
F,,0,1.0,,0-20,0.7493836477987421,0.8533333333333334,0.14666666666666667,0.5094339622641509,0.49056603773584906,0.49612403100775193,0.8598726114649682,0.14012738853503184,135,130,22,128
F,,0,1.0,,20-40,0.7332117897295655,0.7354497354497355,0.26455026455026454,0.6317228805834093,0.3682771194165907,0.40762463343108507,0.8738965952080706,0.12610340479192939,693,404,100,278
F,,0,1.0,,40-60,0.7025321663410654,0.6423841059602649,0.3576158940397351,0.667199148029819,0.33280085197018106,0.31768558951965065,0.8855123674911661,0.11448763250883393,1253,625,162,291
F,,0,1.0,,60-80,0.71378556143001,0.703125,0.296875,0.6283987915407855,0.3716012084592145,0.32786885245901637,0.8914285714285715,0.10857142857142857,624,369,76,180
F,,0,1.0,,80+,0.7850877192982456,0.8333333333333334,0.16666666666666666,0.631578947368421,0.3684210526315789,0.4166666666666667,0.9230769230769231,0.07692307692307693,24,14,2,10
F,,0,1.0,M,0-20,0.7547685412909221,0.8691588785046729,0.1308411214953271,0.4853801169590643,0.5146198830409356,0.5138121546961326,0.8556701030927835,0.14432989690721648,83,88,14,93
F,,0,1.0,M,20-40,0.710038545115894,0.71875,0.28125,0.6109271523178808,0.3890728476821192,0.43914081145584727,0.8367346938775511,0.16326530612244897,369,235,72,184
F,,0,1.0,M,40-60,0.6977245338735263,0.6505190311418685,0.3494809688581315,0.6694677871148459,0.33053221288515405,0.34686346863468637,0.8765281173594132,0.1234718826405868,717,354,101,188
F,,0,1.0,M,60-80,0.7183837481861814,0.7161290322580646,0.2838709677419355,0.6349480968858131,0.36505190311418684,0.3447204968944099,0.8929440389294404,0.1070559610705596,367,211,44,111
F,,0,1.0,M,80+,0.3529411764705882,0.0,1.0,0.8235294117647058,0.17647058823529413,0.0,0.9333333333333333,0.06666666666666667,14,3,1,0
F,,0,1.0,F,0-20,0.7347847600197922,0.813953488372093,0.18604651162790697,0.5531914893617021,0.44680851063829785,0.45454545454545453,0.8666666666666667,0.13333333333333333,52,42,8,35
F,,0,1.0,F,20-40,0.7732185016459947,0.7704918032786885,0.22950819672131148,0.6572008113590264,0.34279918864097364,0.3574144486692015,0.9204545454545454,0.07954545454545454,324,169,28,94
F,,0,1.0,F,40-60,0.7091078066914497,0.6280487804878049,0.3719512195121951,0.6641883519206939,0.3358116480793061,0.27540106951871657,0.897822445561139,0.10217755443886097,536,271,61,103
F,,0,1.0,F,60-80,0.7061672432303471,0.6831683168316832,0.31683168316831684,0.619277108433735,0.38072289156626504,0.3039647577092511,0.889273356401384,0.11072664359861592,257,158,32,69
F,,0,1.0,F,80+,0.7662337662337663,0.9090909090909091,0.09090909090909091,0.47619047619047616,0.5238095238095238,0.47619047619047616,0.9090909090909091,0.09090909090909091,10,11,1,10
F,,1,0.05,,,0.7807457860458351,0.7317854283426741,0.2682145716573259,0.6993678295481152,0.3006321704518848,0.41583257506824384,0.899157134256472,0.10084286574352799,2987,1284,335,914
F,,1,0.05,M,,0.7814785370384641,0.7153465346534653,0.28465346534653463,0.720196640721016,0.27980335927898403,0.45836637589214907,0.8843058350100603,0.11569416498993963,1758,683,230,578
F,,1,0.05,F,,0.7860228244303187,0.7619047619047619,0.23809523809523808,0.6715846994535519,0.3284153005464481,0.35859124866595515,0.9212893553223388,0.07871064467766117,1229,601,105,336
F,,1,0.05,,0-20,0.8044779874213837,0.9133333333333333,0.08666666666666667,0.5584905660377358,0.44150943396226416,0.5393700787401575,0.9192546583850931,0.08074534161490683,148,117,13,137
F,,1,0.05,,20-40,0.7930117250992365,0.7486772486772487,0.25132275132275134,0.7000911577028259,0.2999088422971741,0.4624183006535948,0.8899188876013905,0.1100811123986095,768,329,95,283
F,,1,0.05,,40-60,0.7668954103162681,0.6754966887417219,0.32450331125827814,0.7289669861554846,0.27103301384451545,0.3754601226993865,0.9030343007915568,0.09696569920844327,1369,509,147,306
F,,1,0.05,,60-80,0.7514515672205438,0.69921875,0.30078125,0.6827794561933535,0.31722054380664655,0.3623481781376518,0.8980132450331125,0.10198675496688742,678,315,77,179
F,,1,0.05,,80+,0.7412280701754386,0.75,0.25,0.631578947368421,0.3684210526315789,0.391304347826087,0.8888888888888888,0.1111111111111111,24,14,3,9
F,,1,0.05,M,0-20,0.8058151609553479,0.9345794392523364,0.06542056074766354,0.5321637426900585,0.4678362573099415,0.5555555555555556,0.9285714285714286,0.07142857142857142,91,80,7,100
F,,1,0.05,M,20-40,0.7829703021523178,0.6953125,0.3046875,0.7251655629139073,0.27483443708609273,0.5174418604651163,0.8488372093023255,0.1511627906976744,438,166,78,178
F,,1,0.05,M,40-60,0.7664117550134242,0.6747404844290658,0.32525951557093424,0.7441643323996265,0.25583566760037346,0.4157782515991471,0.8945005611672279,0.10549943883277217,797,274,94,195
F,,1,0.05,M,60-80,0.7641924321910928,0.6774193548387096,0.3225806451612903,0.726643598615917,0.27335640138408307,0.39923954372623577,0.8936170212765957,0.10638297872340426,420,158,50,105
F,,1,0.05,M,80+,0.4117647058823529,0.0,1.0,0.7058823529411765,0.29411764705882354,0.0,0.9230769230769231,0.07692307692307693,12,5,1,0
F,,1,0.05,F,0-20,0.7966353290450272,0.8604651162790697,0.13953488372093023,0.6063829787234043,0.39361702127659576,0.5,0.9047619047619048,0.09523809523809523,57,37,6,37
F,,1,0.05,F,20-40,0.8323911814584511,0.860655737704918,0.13934426229508196,0.6693711967545639,0.3306288032454361,0.3917910447761194,0.9510086455331412,0.04899135446685879,330,163,17,105
F,,1,0.05,F,40-60,0.7708616677244837,0.676829268292683,0.3231707317073171,0.7087980173482032,0.29120198265179675,0.3208092485549133,0.9152,0.0848,572,235,53,111
F,,1,0.05,F,60-80,0.7369676726708816,0.7326732673267327,0.26732673267326734,0.6216867469879518,0.3783132530120482,0.3203463203463203,0.9052631578947369,0.09473684210526316,258,157,27,74
F,,1,0.05,F,80+,0.7012987012987013,0.8181818181818182,0.18181818181818182,0.5714285714285714,0.42857142857142855,0.5,0.8571428571428571,0.14285714285714285,12,9,2,9
F,,1,0.1,,,0.7816562779607905,0.7397918334667735,0.2602081665332266,0.6925778506204636,0.30742214937953644,0.41305319624497094,0.9010051781906793,0.09899482180932075,2958,1313,325,924
F,,1,0.1,M,,0.7825797737495995,0.7165841584158416,0.2834158415841584,0.7156902908643998,0.28430970913560016,0.4548311076197958,0.8841093117408907,0.11589068825910931,1747,694,229,579
F,,1,0.1,F,,0.789175123601353,0.782312925170068,0.21768707482993196,0.6617486338797814,0.33825136612021856,0.3578838174273859,0.9265493496557001,0.07345065034429993,1211,619,96,345
F,,1,0.1,,0-20,0.8175094339622642,0.92,0.08,0.5584905660377358,0.44150943396226416,0.5411764705882353,0.925,0.075,148,117,12,138
F,,1,0.1,,20-40,0.7984787756893499,0.7962962962962963,0.2037037037037037,0.6855059252506837,0.31449407474931634,0.46594427244582043,0.9071170084439083,0.09288299155609167,752,345,77,301
F,,1,0.1,,40-60,0.7586472387373727,0.6622516556291391,0.33774834437086093,0.7177848775292864,0.2822151224707135,0.3614457831325301,0.8980679546968687,0.10193204530313124,1348,530,153,300
F,,1,0.1,,60-80,0.7543389665156093,0.69140625,0.30859375,0.6888217522658611,0.311178247734139,0.36419753086419754,0.8964613368283093,0.10353866317169069,684,309,79,177
F,,1,0.1,,80+,0.736842105263158,0.6666666666666666,0.3333333333333333,0.6842105263157895,0.3157894736842105,0.4,0.8666666666666667,0.13333333333333333,26,12,4,8
F,,1,0.1,M,0-20,0.8221566377001694,0.9252336448598131,0.07476635514018691,0.5614035087719298,0.43859649122807015,0.5689655172413793,0.9230769230769231,0.07692307692307693,96,75,8,99
F,,1,0.1,M,20-40,0.794165200745033,0.74609375,0.25390625,0.7135761589403974,0.28642384105960267,0.5247252747252747,0.8689516129032258,0.1310483870967742,431,173,65,191
F,,1,0.1,M,40-60,0.7614524471841793,0.6470588235294118,0.35294117647058826,0.7357609710550888,0.2642390289449113,0.39787234042553193,0.8853932584269663,0.1146067415730337,788,283,102,187
F,,1,0.1,M,60-80,0.7527179372697845,0.6580645161290323,0.3419354838709677,0.7231833910034602,0.2768166089965398,0.3893129770992366,0.8874734607218684,0.11252653927813164,418,160,53,102
F,,1,0.1,M,80+,0.4117647058823529,0.0,1.0,0.8235294117647058,0.17647058823529413,0.0,0.9333333333333333,0.06666666666666667,14,3,1,0
F,,1,0.1,F,0-20,0.8008411677387431,0.9069767441860465,0.09302325581395349,0.5531914893617021,0.44680851063829785,0.48148148148148145,0.9285714285714286,0.07142857142857142,52,42,4,39
F,,1,0.1,F,20-40,0.8307451867123333,0.9016393442622951,0.09836065573770492,0.6511156186612576,0.3488843813387424,0.3900709219858156,0.963963963963964,0.036036036036036036,321,172,12,110
F,,1,0.1,F,40-60,0.7612128630579986,0.6890243902439024,0.31097560975609756,0.6939281288723668,0.30607187112763323,0.3138888888888889,0.9165302782324058,0.08346972176759411,560,247,51,113
F,,1,0.1,F,60-80,0.7637361326494095,0.7425742574257426,0.25742574257425743,0.6409638554216868,0.35903614457831323,0.33482142857142855,0.910958904109589,0.08904109589041095,266,149,26,75
F,,1,0.1,F,80+,0.7142857142857143,0.7272727272727273,0.2727272727272727,0.5714285714285714,0.42857142857142855,0.47058823529411764,0.8,0.2,12,9,3,8
F,,1,0.25,,,0.7791555651451623,0.7285828662930345,0.2714171337069656,0.6939826738468743,0.3060173261531257,0.41046459179070816,0.8973660308810173,0.10263396911898275,2964,1307,339,910
F,,1,0.25,M,,0.7813249114751705,0.7017326732673267,0.29826732673267325,0.7111839410077837,0.2888160589922163,0.44575471698113206,0.8780981284774911,0.12190187152250885,1736,705,241,567
F,,1,0.25,F,,0.7829423937152274,0.7777777777777778,0.2222222222222222,0.6710382513661202,0.3289617486338798,0.362962962962963,0.9260935143288085,0.07390648567119155,1228,602,98,343
F,,1,0.25,,0-20,0.7764025157232705,0.8666666666666667,0.13333333333333333,0.5358490566037736,0.4641509433962264,0.5138339920948617,0.8765432098765432,0.12345679012345678,142,123,20,130
F,,1,0.25,,20-40,0.7966942069038696,0.7645502645502645,0.23544973544973544,0.6864175022789426,0.31358249772105745,0.4565560821484992,0.8942992874109263,0.10570071258907364,753,344,89,289
F,,1,0.25,,40-60,0.765786955734695,0.6578366445916115,0.34216335540838855,0.724174653887114,0.27582534611288606,0.36519607843137253,0.8976897689768977,0.10231023102310231,1360,518,155,298
F,,1,0.25,,60-80,0.7513768252769385,0.71875,0.28125,0.6888217522658611,0.311178247734139,0.37322515212981744,0.9047619047619048,0.09523809523809523,684,309,72,184
F,,1,0.25,,80+,0.7960526315789473,0.75,0.25,0.6578947368421053,0.34210526315789475,0.4090909090909091,0.8928571428571429,0.10714285714285714,25,13,3,9
